"skuId","reservationTerm","retailPrice","productName","armSkuName","skuName"
"DZH318Z0BQ4C/007W","1 Year","10798","Virtual Machines DSv2 Series","Standard_DS15_v2","DS15 v2"
"DZH318Z0BQ4C/007K","3 Years","21467","Virtual Machines DSv2 Series","Standard_DS15_v2","DS15 v2"
"DZH318Z0BQ34/005G","1 Year","10798","Virtual Machines Dv2 Series","Standard_D15_v2","D15 v2"
"DZH318Z0BXNZ/00H0","3 Years","54526","Virtual Machines HBS Series","Standard_HB60-30rs","HB60-30rs"
"DZH318Z0BXNZ/00GX","1 Year","22070","Virtual Machines HBS Series","Standard_HB60-30rs","HB60-30rs"
"DZH318Z0BX5L/03K2","1 Year","72252","Virtual Machines MSv2 Series","Standard_M64ms_v2","M64ms_v2"
"DZH318Z0BX5L/03K0","3 Years","104651","Virtual Machines MSv2 Series","Standard_M64ms_v2","M64ms_v2"
"DZH318Z09B5Z/005X","1 Year","14016","DCadsv5-series Linux","Standard_DC32ads_v5","Standard_DC32ads_v5"
"DZH318Z09B5Z/0064","3 Years","31536","DCadsv5-series Linux","Standard_DC32ads_v5","Standard_DC32ads_v5"
"DZH318Z09B5Z/004K","3 Years","94608","DCadsv5-series Linux","Standard_DC96ads_v5","Standard_DC96ads_v5"
"DZH318Z09B5Z/004M","1 Year","42048","DCadsv5-series Linux","Standard_DC96ads_v5","Standard_DC96ads_v5"
"DZH318Z0JD3P/005G","3 Years","57631","Ebsv5 Series Dedicated Host","Ebsv5-Type1","Ebsv5-Type1"
"DZH318Z0JD3P/005K","1 Year","32383","Ebsv5 Series Dedicated Host","Ebsv5-Type1","Ebsv5-Type1"
"DZH318Z08M9X/029F","3 Years","1148","Virtual Machines Dv5 Series","Standard_D2_v5","Standard_D2_v5"
"DZH318Z08M9X/029G","1 Year","594","Virtual Machines Dv5 Series","Standard_D2_v5","Standard_D2_v5"
"DZH318Z08M9L/02D7","1 Year","4011","Virtual Machines Dlsv5 Series","Standard_D16ls_v5","D16ls v5"
"DZH318Z08M9L/02D9","3 Years","7749","Virtual Machines Dlsv5 Series","Standard_D16ls_v5","D16ls v5"
"DZH318Z0CTQD/00B4","1 Year","101085","MSv2 Series Dedicated Host","Msv2MedMem Type1","Msv2MedMem Type1"
"DZH318Z0CTQD/00B6","3 Years","146399","MSv2 Series Dedicated Host","Msv2MedMem Type1","Msv2MedMem Type1"
"DZH318Z0BQ4X/0042","1 Year","503","Virtual Machines FSv2 Series","Standard_F2s_v2","F2s v2"
"DZH318Z0BQ4X/0044","3 Years","920","Virtual Machines FSv2 Series","Standard_F2s_v2","F2s v2"
"DZH318Z092S9/014R","1 Year","1257","Virtual Machines Epsv5 Series","Standard_E4ps_v5","Standard_E4ps_v5"
"DZH318Z092S9/014S","3 Years","2429","Virtual Machines Epsv5 Series","Standard_E4ps_v5","Standard_E4ps_v5"
"DZH318Z092SD/0117","3 Years","22050","Virtual Machines Dpsv5 Series","Standard_D48ps_v5","Standard_D48ps_v5"
"DZH318Z092SD/0118","1 Year","11412","Virtual Machines Dpsv5 Series","Standard_D48ps_v5","Standard_D48ps_v5"
"DZH318Z0CSHL/03JD","1 Year","3142","Virtual Machines Esv4 Series","Standard_E8-4s_v4","E8-4s v4"
"DZH318Z0CSHL/03JC","3 Years","6072","Virtual Machines Esv4 Series","Standard_E8-4s_v4","E8-4s v4"
"DZH318Z08MC6/02HW","1 Year","22493","Virtual Machines Ddsv5 Series","Standard_D64ds_v5","Standard_D64ds_v5"
"DZH318Z08MC6/02HR","3 Years","43461","Virtual Machines Ddsv5 Series","Standard_D64ds_v5","Standard_D64ds_v5"
"DZH318Z0CM2C/005H","1 Year","32160","Virtual Machines Dasv4 Series","Standard_D96as_v4","D96as v4"
"DZH318Z0CM2C/0054","3 Years","66384","Virtual Machines Dasv4 Series","Standard_D96as_v4","D96as v4"
"DZH318Z0CM2B/0055","3 Years","66384","Virtual Machines Dav4 Series","Standard_D96a_v4","D96a v4"
"DZH318Z0CM2B/005C","1 Year","32160","Virtual Machines Dav4 Series","Standard_D96a_v4","D96a v4"
"DZH318Z0CSHK/02V1","1 Year","28613","Virtual Machines Edsv4 Series","Standard_E64-32ds_v4","E64-32ds v4"
"DZH318Z0CSHK/02V5","3 Years","55285","Virtual Machines Edsv4 Series","Standard_E64-32ds_v4","E64-32ds v4"
"DZH318Z0BQ4W/00LJ","1 Year","16365","Virtual Machines MS Series","Standard_M32ts","M32ts"
"DZH318Z0BQ4W/00LP","3 Years","23884","Virtual Machines MS Series","Standard_M32ts","M32ts"
"DZH318Z0CGPD/0054","1 Year","13063","Virtual Machines NVasv4 Series","Standard_NV32as_v4","NV32as v4"
"DZH318Z0CGPD/0056","3 Years","26942","Virtual Machines NVasv4 Series","Standard_NV32as_v4","NV32as v4"
"DZH318Z0C620/017W","1 Year","36088","ESv3 Series Dedicated Host","Esv3_Type4","Esv3 Type4"
"DZH318Z0C620/017N","3 Years","71649","ESv3 Series Dedicated Host","Esv3_Type4","Esv3 Type4"
"DZH318Z08KCJ/0022","3 Years","61495","Virtual Machines HBrsv3 Series","Standard_HB120rs_v3","HB120rs_v3"
"DZH318Z08KCJ/0004","5 Years","68321","Virtual Machines HBrsv3 Series","Standard_HB120-16rs_v3","HB120-16rs_v3"
"DZH318Z08KCJ/0011","5 Years","68321","Virtual Machines HBrsv3 Series","Standard_HB120-32rs_v3","HB120-32rs_v3"
"DZH318Z08KCJ/0027","3 Years","61495","Virtual Machines HBrsv3 Series","Standard_HB120-64rs_v3","HB120-64rs_v3"
"DZH318Z08KCJ/0024","5 Years","68321","Virtual Machines HBrsv3 Series","Standard_HB120-64rs_v3","HB120-64rs_v3"
"DZH318Z08KCJ/001V","1 Year","30748","Virtual Machines HBrsv3 Series","Standard_HB120-64rs_v3","HB120-64rs_v3"
"DZH318Z08KCJ/0034","1 Year","30748","Virtual Machines HBrsv3 Series","Standard_HB120-96rs_v3","HB120-96rs_v3"
"DZH318Z08KCJ/000C","3 Years","61495","Virtual Machines HBrsv3 Series","Standard_HB120-16rs_v3","HB120-16rs_v3"
"DZH318Z08KCJ/002Q","1 Year","30748","Virtual Machines HBrsv3 Series","Standard_HB120rs_v3","HB120rs_v3"
"DZH318Z08KCJ/001C","3 Years","61495","Virtual Machines HBrsv3 Series","Standard_HB120-32rs_v3","HB120-32rs_v3"
"DZH318Z08KCJ/0009","5 Years","68321","Virtual Machines HBrsv3 Series","Standard_HB120rs_v3","HB120rs_v3"
"DZH318Z08KCJ/002X","3 Years","61495","Virtual Machines HBrsv3 Series","Standard_HB120-96rs_v3","HB120-96rs_v3"
"DZH318Z08KCJ/002Z","5 Years","68321","Virtual Machines HBrsv3 Series","Standard_HB120-96rs_v3","HB120-96rs_v3"
"DZH318Z08KCJ/000H","1 Year","30748","Virtual Machines HBrsv3 Series","Standard_HB120-16rs_v3","HB120-16rs_v3"
"DZH318Z08KCJ/0017","1 Year","30748","Virtual Machines HBrsv3 Series","Standard_HB120-32rs_v3","HB120-32rs_v3"
"DZH318Z0CM2D/021X","1 Year","12783","Virtual Machines Easv4 Series","Standard_E32-16as_v4","E32-16as_v4"
"DZH318Z0CM2D/021K","3 Years","25565","Virtual Machines Easv4 Series","Standard_E32-16as_v4","E32-16as_v4"
"DZH318Z0DB0Z/00M2","3 Years","70131","ESv4 Series Dedicated Host","Esv4_Type2","Esv4 Type2"
"DZH318Z0DB0Z/00M3","1 Year","36296","ESv4 Series Dedicated Host","Esv4_Type2","Esv4 Type2"
"DZH318Z09B62/0076","1 Year","24892","ECadsv5-series Linux","Standard_EC48ads_v5","Standard_EC48ads_v5"
"DZH318Z09B62/0073","3 Years","56008","ECadsv5-series Linux","Standard_EC48ads_v5","Standard_EC48ads_v5"
"DZH318Z09B5Z/006N","1 Year","3504","DCadsv5-series Linux","Standard_DC8ads_v5","Standard_DC8ads_v5"
"DZH318Z09B5Z/006M","3 Years","7884","DCadsv5-series Linux","Standard_DC8ads_v5","Standard_DC8ads_v5"
"DZH318Z0K6P6/001V","3 Years","521022","NDamsr A100 v4 Series Dedicated Host","NDamsrA100v4_Type1","NDamsrA100v4 Type1"
"DZH318Z0K6P6/0021","1 Year","252617","NDamsr A100 v4 Series Dedicated Host","NDamsrA100v4_Type1","NDamsrA100v4 Type1"
"DZH318Z092QL/00ZJ","3 Years","889","Virtual Machines Dpldsv5 Series","Standard_D2plds_v5","Standard_D2plds_v5"
"DZH318Z092QL/00ZV","1 Year","460","Virtual Machines Dpldsv5 Series","Standard_D2plds_v5","Standard_D2plds_v5"
"DZH318Z0CXT1/0091","3 Years","61074","Dasv4 Series Dedicated Host","Dasv4_Type2","Dasv4 Type2"
"DZH318Z0CXT1/0092","1 Year","31764","Dasv4 Series Dedicated Host","Dasv4_Type2","Dasv4 Type2"
"DZH318Z093X0/041Q","1 Year","3266","Virtual Machines Eadsv5 Series","Standard_E8ads_v5","E8ads v5"
"DZH318Z093X0/03ZZ","3 Years","6311","Virtual Machines Eadsv5 Series","Standard_E8ads_v5","E8ads v5"
"DZH318Z093WZ/0417","1 Year","2832","Virtual Machines Easv5 Series","Standard_E8as_v5","E8as v5"
"DZH318Z093WZ/040X","3 Years","5473","Virtual Machines Easv5 Series","Standard_E8as_v5","E8as v5"
"DZH318Z0K6N9/0012","1 Year","235867","NDasr A100 v4 Series Dedicated Host","NDasrA100v4_Type1","NDasrA100v4 Type1"
"DZH318Z0K6N9/0011","3 Years","408840","NDasr A100 v4 Series Dedicated Host","NDasrA100v4_Type1","NDasrA100v4 Type1"
"DZH318Z092S9/014M","3 Years","9715","Virtual Machines Epsv5 Series","Standard_E16ps_v5","Standard_E16ps_v5"
"DZH318Z092S9/014N","1 Year","5028","Virtual Machines Epsv5 Series","Standard_E16ps_v5","Standard_E16ps_v5"
"DZH318Z08M9L/02D5","1 Year","8021","Virtual Machines Dlsv5 Series","Standard_D32ls_v5","D32ls v5"
"DZH318Z08M9L/02D3","3 Years","15499","Virtual Machines Dlsv5 Series","Standard_D32ls_v5","D32ls v5"
"DZH318Z09B62/0079","3 Years","37339","ECadsv5-series Linux","Standard_EC32ads_v5","Standard_EC32ads_v5"
"DZH318Z09B62/007B","1 Year","16595","ECadsv5-series Linux","Standard_EC32ads_v5","Standard_EC32ads_v5"
"DZH318Z0BQ4W/01HZ","1 Year","72708","Virtual Machines MS Series","Standard_M64-32ms","M64-32ms"
"DZH318Z0BQ4W/0011","3 Years","106112","Virtual Machines MS Series","Standard_M64ms","M64ms"
"DZH318Z0BQ4W/01L4","1 Year","72708","Virtual Machines MS Series","Standard_M64-16ms","M64-16ms"
"DZH318Z0BQ4W/01HX","3 Years","106112","Virtual Machines MS Series","Standard_M64-32ms","M64-32ms"
"DZH318Z0BQ4W/0014","1 Year","72708","Virtual Machines MS Series","Standard_M64ms","M64ms"
"DZH318Z0BQ4W/052W","1 Year","72708","Virtual Machines MS Series","Standard_M64m","M64m"
"DZH318Z0BQ4W/052Q","3 Years","106112","Virtual Machines MS Series","Standard_M64m","M64m"
"DZH318Z0BQ4W/01L5","3 Years","106112","Virtual Machines MS Series","Standard_M64-16ms","M64-16ms"
"DZH318Z0CSHK/02VF","1 Year","14306","Virtual Machines Edsv4 Series","Standard_E32-16ds_v4","E32-16ds v4"
"DZH318Z0CSHK/02VC","3 Years","27643","Virtual Machines Edsv4 Series","Standard_E32-16ds_v4","E32-16ds v4"
"DZH318Z0BQ35/01B2","1 Year","31","Virtual Machines BS Series","Standard_B1ls","B1ls"
"DZH318Z0BQ35/01B1","3 Years","59","Virtual Machines BS Series","Standard_B1ls","B1ls"
"DZH318Z09B61/000C","1 Year","53962","DCadsv5 series DedicatedHost","DCadsv5 Type 1","Type 1"
"DZH318Z09B61/000D","3 Years","121414","DCadsv5 series DedicatedHost","DCadsv5 Type 1","Type 1"
"DZH318Z08M9R/035B","1 Year","42918","Virtual Machines Edv5 Series","Standard_E96d_v5","Standard_E96d_v5"
"DZH318Z08M9R/0354","3 Years","82927","Virtual Machines Edv5 Series","Standard_E96d_v5","Standard_E96d_v5"
"DZH318Z0DS6T/002V","1 Year","214423","Virtual Machines NDasr A100 v4 Series","Standard_ND96asr_A100_v4","ND96asr A100 v4"
"DZH318Z0DS6T/002K","3 Years","371671","Virtual Machines NDasr A100 v4 Series","Standard_ND96asr_A100_v4","ND96asr A100 v4"
"DZH318Z093X0/03XX","3 Years","6311","Virtual Machines Eadsv5 Series","Standard_E8-4ads_v5","E8-4ads v5"
"DZH318Z093X0/03Z1","1 Year","3266","Virtual Machines Eadsv5 Series","Standard_E8-4ads_v5","E8-4ads v5"
"DZH318Z0BQ4V/000P","1 Year","5751","Virtual Machines LS Series","Standard_L8s","L8s"
"DZH318Z092S9/014J","1 Year","10056","Virtual Machines Epsv5 Series","Standard_E32ps_v5","Standard_E32ps_v5"
"DZH318Z092S9/014H","3 Years","19430","Virtual Machines Epsv5 Series","Standard_E32ps_v5","Standard_E32ps_v5"
"DZH318Z0DRDR/000X","1 Year","7092","DCsv2 Series Dedicated Host","DCsv2 Type 1","DCsv2 Type 1"
"DZH318Z0DRDR/000F","3 Years","19947","DCsv2 Series Dedicated Host","DCsv2 Type 1","DCsv2 Type 1"
"DZH318Z0D21C/0002","3 Years","72501","NVSv3 Series Dedicated Host","NVsv3_Type1","NVsv3 Type1"
"DZH318Z0D21C/000G","1 Year","35152","NVSv3 Series Dedicated Host","NVsv3_Type1","NVsv3 Type1"
"DZH318Z08NRB/0032","3 Years","90332","Lasv3 Series DedicatedHost","Lasv3_Type1","Lasv3 Type1"
"DZH318Z08NRB/0033","1 Year","45883","Lasv3 Series DedicatedHost","Lasv3_Type1","Lasv3 Type1"
"DZH318Z092SF/011G","1 Year","2253","Virtual Machines Dpdsv5 Series","Standard_D8pds_v5","Standard_D8pds_v5"
"DZH318Z092SF/011D","3 Years","4354","Virtual Machines Dpdsv5 Series","Standard_D8pds_v5","Standard_D8pds_v5"
"DZH318Z08M9R/0359","3 Years","3455","Virtual Machines Edv5 Series","Standard_E4d_v5","Standard_E4d_v5"
"DZH318Z08M9R/035K","1 Year","1788","Virtual Machines Edv5 Series","Standard_E4d_v5","Standard_E4d_v5"
"DZH318Z09B62/007Q","3 Years","9335","ECadsv5-series Linux","Standard_EC8ads_v5","Standard_EC8ads_v5"
"DZH318Z09B62/0089","1 Year","4149","ECadsv5-series Linux","Standard_EC8ads_v5","Standard_EC8ads_v5"
"DZH318Z0CF0K/003J","3 Years","9067","Virtual Machines DCSv2 Series","Standard_DC4s_v2","DC4s v2"
"DZH318Z0CF0K/003K","1 Year","3224","Virtual Machines DCSv2 Series","Standard_DC4s_v2","DC4s v2"
"DZH318Z096SR/0BVC","3 Years","48574","Virtual Machines Esv5 Series","Standard_E64s_v5","E64s v5"
"DZH318Z096SR/0BVB","3 Years","48574","Virtual Machines Esv5 Series","Standard_E64-32s_v5","E64-32s v5"
"DZH318Z096SR/0BVF","1 Year","25139","Virtual Machines Esv5 Series","Standard_E64-32s_v5","E64-32s v5"
"DZH318Z096SR/0BV9","1 Year","25139","Virtual Machines Esv5 Series","Standard_E64s_v5","E64s v5"
"DZH318Z096SR/0BW2","1 Year","25139","Virtual Machines Esv5 Series","Standard_E64-16s_v5","E64-16s v5"
"DZH318Z096SR/0BW1","3 Years","48574","Virtual Machines Esv5 Series","Standard_E64-16s_v5","E64-16s v5"
"DZH318Z09LR5/00WB","3 Years","13098","Virtual Machines Ebsv5 Series","Standard_E16bs_v5","Standard_E16bs_v5"
"DZH318Z09LR5/00WP","1 Year","7360","Virtual Machines Ebsv5 Series","Standard_E16bs_v5","Standard_E16bs_v5"
"DZH318Z092QL/00ZL","3 Years","21331","Virtual Machines Dpldsv5 Series","Standard_D48plds_v5","Standard_D48plds_v5"
"DZH318Z092QL/00ZN","1 Year","11040","Virtual Machines Dpldsv5 Series","Standard_D48plds_v5","Standard_D48plds_v5"
"DZH318Z092QL/00ZR","3 Years","7110","Virtual Machines Dpldsv5 Series","Standard_D16plds_v5","Standard_D16plds_v5"
"DZH318Z092QL/00ZS","1 Year","3680","Virtual Machines Dpldsv5 Series","Standard_D16plds_v5","Standard_D16plds_v5"
"DZH318Z092S2/0110","1 Year","401","Virtual Machines Dplsv5 Series","Standard_D2pls_v5","Standard_D2pls_v5"
"DZH318Z092S2/010P","3 Years","775","Virtual Machines Dplsv5 Series","Standard_D2pls_v5","Standard_D2pls_v5"
"DZH318Z08NR7/01QL","1 Year","9329","Virtual Machines Lsv3 Series","Standard_L16s_v3","Standard_L16s_v3"
"DZH318Z08NR7/01QK","3 Years","18367","Virtual Machines Lsv3 Series","Standard_L16s_v3","Standard_L16s_v3"
"DZH318Z08Q75/0052","3 Years","51088","Virtual Machines FX Series","Standard_FX48mds","Standard_FX48mds"
"DZH318Z08Q75/0056","1 Year","27909","Virtual Machines FX Series","Standard_FX48mds","Standard_FX48mds"
"DZH318Z08MC2/029B","3 Years","21730","Virtual Machines Ddv5 Series","Standard_D32d_v5","Standard_D32d_v5"
"DZH318Z08MC2/029F","1 Year","11246","Virtual Machines Ddv5 Series","Standard_D32d_v5","Standard_D32d_v5"
"DZH318Z096SN/062M","1 Year","7153","Virtual Machines Edsv5 Series","Standard_E16-8ds_v5","E16-8ds v5"
"DZH318Z096SN/0627","1 Year","7153","Virtual Machines Edsv5 Series","Standard_E16ds_v5","E16ds v5"
"DZH318Z096SN/062N","1 Year","7153","Virtual Machines Edsv5 Series","Standard_E16-4ds_v5","E16-4ds v5"
"DZH318Z096SN/0626","3 Years","13821","Virtual Machines Edsv5 Series","Standard_E16-8ds_v5","E16-8ds v5"
"DZH318Z096SN/062B","3 Years","13821","Virtual Machines Edsv5 Series","Standard_E16-4ds_v5","E16-4ds v5"
"DZH318Z096SN/0625","3 Years","13821","Virtual Machines Edsv5 Series","Standard_E16ds_v5","E16ds v5"
"DZH318Z08M9W/02J0","3 Years","4594","Virtual Machines Dsv5 Series","Standard_D8s_v5","Standard_D8s_v5"
"DZH318Z08M9W/02HZ","1 Year","2377","Virtual Machines Dsv5 Series","Standard_D8s_v5","Standard_D8s_v5"
"DZH318Z09B62/006G","3 Years","123217","ECadsv5-series Linux","Standard_EC96iads_v5","Standard_EC96iads_v5"
"DZH318Z09B62/006J","1 Year","54763","ECadsv5-series Linux","Standard_EC96iads_v5","Standard_EC96iads_v5"
"DZH318Z0CSHK/02W8","3 Years","13821","Virtual Machines Edsv4 Series","Standard_E16-8ds_v4","E16-8ds v4"
"DZH318Z0CSHK/02W4","1 Year","7153","Virtual Machines Edsv4 Series","Standard_E16-8ds_v4","E16-8ds v4"
"DZH318Z0D1L5/019K","3 Years","6911","Virtual Machines Edv4 Series","Standard_E8d_v4","E8d v4"
"DZH318Z0D1L5/019G","1 Year","3577","Virtual Machines Edv4 Series","Standard_E8d_v4","E8d v4"
"DZH318Z096SR/0C5J","3 Years","86826","Virtual Machines Esv5 Series","Standard_E104is_v5","E104is v5"
"DZH318Z096SR/0C5G","1 Year","44936","Virtual Machines Esv5 Series","Standard_E104is_v5","E104is v5"
"DZH318Z093X0/03ZD","1 Year","6533","Virtual Machines Eadsv5 Series","Standard_E16ads_v5","E16ads v5"
"DZH318Z093X0/03Z9","3 Years","12623","Virtual Machines Eadsv5 Series","Standard_E16ads_v5","E16ads v5"
"DZH318Z0BQ4X/0047","3 Years","29432","Virtual Machines FSv2 Series","Standard_F64s_v2","F64s v2"
"DZH318Z0BQ4X/0046","1 Year","16106","Virtual Machines FSv2 Series","Standard_F64s_v2","F64s v2"
"DZH318Z09B62/006P","1 Year","49785","ECadsv5-series Linux","Standard_EC96ads_v5","Standard_EC96ads_v5"
"DZH318Z09B62/006M","3 Years","112016","ECadsv5-series Linux","Standard_EC96ads_v5","Standard_EC96ads_v5"
"DZH318Z093WZ/041L","1 Year","708","Virtual Machines Easv5 Series","Standard_E2as_v5","E2as v5"
"DZH318Z093WZ/041H","3 Years","1368","Virtual Machines Easv5 Series","Standard_E2as_v5","E2as v5"
"DZH318Z08M9J/038P","3 Years","24287","Virtual Machines Ev5 Series","Standard_E32_v5","Standard_E32_v5"
"DZH318Z08M9J/038W","1 Year","12570","Virtual Machines Ev5 Series","Standard_E32_v5","Standard_E32_v5"
"DZH318Z0CXSZ/000H","3 Years","81877","Easv4 Series Dedicated Host","Easv4_Type1","Easv4 Type1"
"DZH318Z0CXSZ/0008","1 Year","41239","Easv4 Series Dedicated Host","Easv4_Type1","Easv4 Type1"
"DZH318Z08LV1/00JX","3 Years","68899","Virtual Machines MdSv2 Series","Standard_M64ds_v2","M64ds_v2"
"DZH318Z08LV1/00JT","1 Year","47568","Virtual Machines MdSv2 Series","Standard_M64ds_v2","M64ds_v2"
"DZH318Z0D1L2/0062","3 Years","2716","Virtual Machines Ddv4 Series","Standard_D4d_v4","D4d v4"
"DZH318Z0D1L2/005X","1 Year","1406","Virtual Machines Ddv4 Series","Standard_D4d_v4","D4d v4"
"DZH318Z08NR7/01QM","3 Years","55100","Virtual Machines Lsv3 Series","Standard_L48s_v3","Standard_L48s_v3"
"DZH318Z08NR7/01QS","1 Year","27987","Virtual Machines Lsv3 Series","Standard_L48s_v3","Standard_L48s_v3"
"DZH318Z08W0T/017Z","3 Years","24926","Virtual Machines Dasv5 Series","Standard_D48as_v5","Standard_D48as_v5"
"DZH318Z08W0T/0188","1 Year","12900","Virtual Machines Dasv5 Series","Standard_D48as_v5","Standard_D48as_v5"
"DZH318Z0D1L4/01D3","3 Years","36749","Virtual Machines Dv4 Series","Standard_D64_v4","D64 v4"
"DZH318Z0D1L4/01D4","1 Year","19019","Virtual Machines Dv4 Series","Standard_D64_v4","D64 v4"
"DZH318Z09JCN/00Q1","1 Year","6618","Virtual Machines NVadsA10v5 Series","Standard_NV12ads_A10_v5","Standard_NV12ads_A10_v5"
"DZH318Z09JCN/00PX","3 Years","13649","Virtual Machines NVadsA10v5 Series","Standard_NV12ads_A10_v5","Standard_NV12ads_A10_v5"
"DZH318Z09B5Z/006J","1 Year","876","DCadsv5-series Linux","Standard_DC2ads_v5","Standard_DC2ads_v5"
"DZH318Z09B5Z/004N","3 Years","1971","DCadsv5-series Linux","Standard_DC2ads_v5","Standard_DC2ads_v5"
"DZH318Z092S9/014Q","1 Year","2514","Virtual Machines Epsv5 Series","Standard_E8ps_v5","Standard_E8ps_v5"
"DZH318Z092S9/014P","3 Years","4857","Virtual Machines Epsv5 Series","Standard_E8ps_v5","Standard_E8ps_v5"
"DZH318Z093WZ/0400","3 Years","43780","Virtual Machines Easv5 Series","Standard_E64-16as_v5","E64-16as v5"
"DZH318Z093WZ/0401","1 Year","22658","Virtual Machines Easv5 Series","Standard_E64-16as_v5","E64-16as v5"
"DZH318Z08M9B/02H4","3 Years","4201","Virtual Machines Dldsv5 Series","Standard_D8lds_v5","D8lds v5"
"DZH318Z08M9B/02H3","1 Year","2295","Virtual Machines Dldsv5 Series","Standard_D8lds_v5","D8lds v5"
"DZH318Z0D21F/0033","3 Years","151114","MS Series Dedicated Host","Ms_Type1","Ms Type1"
"DZH318Z0D21F/0032","1 Year","104341","MS Series Dedicated Host","Ms_Type1","Ms Type1"
"DZH318Z08Q75/0055","1 Year","2326","Virtual Machines FX Series","Standard_FX4mds","Standard_FX4mds"
"DZH318Z08Q75/0051","3 Years","4257","Virtual Machines FX Series","Standard_FX4mds","Standard_FX4mds"
"DZH318Z0981Z/000M","3 Years","56198","FX Series Dedicated Host","FXmds Type1","FXmds Type1"
"DZH318Z0981Z/0011","1 Year","30701","FX Series Dedicated Host","FXmds Type1","FXmds Type1"
"DZH318Z0BQ4K/003T","3 Years","2767","Virtual Machines Dv3 Series","Standard_D4_v3","D4 v3"
"DZH318Z0BQ50/0041","3 Years","2767","Virtual Machines DSv3 Series","Standard_D4s_v3","D4s v3"
"DZH318Z0BQ4K/003S","1 Year","1339","Virtual Machines Dv3 Series","Standard_D4_v3","D4 v3"
"DZH318Z0BQ50/0040","1 Year","1339","Virtual Machines DSv3 Series","Standard_D4s_v3","D4s v3"
"DZH318Z08LV1/00HH","1 Year","95151","Virtual Machines MdSv2 Series","Standard_M128ds_v2","M128ds_v2"
"DZH318Z08LV1/00HJ","3 Years","137818","Virtual Machines MdSv2 Series","Standard_M128ds_v2","M128ds_v2"
"DZH318Z08W2R/016D","1 Year","31010","Virtual Machines Dadsv5 Series","Standard_D96ads_v5","Standard_D96ads_v5"
"DZH318Z08W2R/016J","3 Years","59918","Virtual Machines Dadsv5 Series","Standard_D96ads_v5","Standard_D96ads_v5"
"DZH318Z08M9B/02HR","3 Years","2100","Virtual Machines Dldsv5 Series","Standard_D4lds_v5","D4lds v5"
"DZH318Z08M9B/02HT","1 Year","1147","Virtual Machines Dldsv5 Series","Standard_D4lds_v5","D4lds v5"
"DZH318Z08W2R/017G","1 Year","646","Virtual Machines Dadsv5 Series","Standard_D2ads_v5","Standard_D2ads_v5"
"DZH318Z08W2R/016R","3 Years","1248","Virtual Machines Dadsv5 Series","Standard_D2ads_v5","Standard_D2ads_v5"
"DZH318Z08LV1/0071","3 Years","275740","Virtual Machines MdSv2 Series","Standard_M128dms_v2","M128dms_v2"
"DZH318Z08LV1/0072","1 Year","190373","Virtual Machines MdSv2 Series","Standard_M128dms_v2","M128dms_v2"
"DZH318Z09V9J/0015","3 Years","63164","Dsv5 Series DedicatedHost","Dsv5_Type1","Dsv5 Type1"
"DZH318Z09V9J/0016","1 Year","32690","Dsv5 Series DedicatedHost","Dsv5_Type1","Dsv5 Type1"
"DZH318Z08LV1/00FN","3 Years","331257","Virtual Machines MdSv2 Series","Standard_M192idms_v2","M192idms_v2"
"DZH318Z08LV1/00FK","1 Year","228703","Virtual Machines MdSv2 Series","Standard_M192idms_v2","M192idms_v2"
"DZH318Z092QL/00ZQ","1 Year","7360","Virtual Machines Dpldsv5 Series","Standard_D32plds_v5","Standard_D32plds_v5"
"DZH318Z092QL/00ZT","3 Years","14221","Virtual Machines Dpldsv5 Series","Standard_D32plds_v5","Standard_D32plds_v5"
"DZH318Z08MC2/029H","1 Year","33739","Virtual Machines Ddv5 Series","Standard_D96d_v5","Standard_D96d_v5"
"DZH318Z08MC2/029C","3 Years","65191","Virtual Machines Ddv5 Series","Standard_D96d_v5","Standard_D96d_v5"
"DZH318Z0CSHL/03HP","1 Year","25139","Virtual Machines Esv4 Series","Standard_E64-32s_v4","E64-32s v4"
"DZH318Z0CSHL/03HM","3 Years","48574","Virtual Machines Esv4 Series","Standard_E64-32s_v4","E64-32s v4"
"DZH318Z093WZ/040M","1 Year","11329","Virtual Machines Easv5 Series","Standard_E32as_v5","E32as v5"
"DZH318Z093WZ/040P","3 Years","21890","Virtual Machines Easv5 Series","Standard_E32as_v5","E32as v5"
"DZH318Z0DF49/002B","1 Year","30499","Virtual Machines NCasT4 v3 Series","Standard_NC64as_T4_v3","NC64asT4 v3"
"DZH318Z0DF49/000T","3 Years","54326","Virtual Machines NCasT4 v3 Series","Standard_NC64as_T4_v3","NC64asT4 v3"
"DZH318Z0D1L2/000Q","1 Year","11246","Virtual Machines Ddv4 Series","Standard_D32d_v4","D32d v4"
"DZH318Z0D1L2/000J","3 Years","21730","Virtual Machines Ddv4 Series","Standard_D32d_v4","D32d v4"
"DZH318Z096SR/0BVZ","1 Year","6285","Virtual Machines Esv5 Series","Standard_E16-8s_v5","E16-8s v5"
"DZH318Z096SR/0BWG","1 Year","6285","Virtual Machines Esv5 Series","Standard_E16s_v5","E16s v5"
"DZH318Z096SR/0BVQ","3 Years","12143","Virtual Machines Esv5 Series","Standard_E16-4s_v5","E16-4s v5"
"DZH318Z096SR/0BVL","3 Years","12143","Virtual Machines Esv5 Series","Standard_E16-8s_v5","E16-8s v5"
